༢ཁུགས | ཁུག_འདས་པ།_ཐ་མི་དད་པ
འཁྱིལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
འཁྱུག | འཁྱུག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྱུག_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཁྱུགས | འཁྱུག_འདས་པ།_ཐ་མི་དད་པ
འཁྱུད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྱུས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྱེར | འཁྱེར_མ་འོངས་པ།_ཐ་དད་པ+འཁྱེར_ད་ལྟ་བ།_ཐ་དད་པ
འཁྱོག | འཁྱོག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྱོག_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཁྱོགས | འཁྱོག_འདས་པ།_ཐ་མི་དད་པ
འཁྱོང | འཁྱོང_ད་ལྟ་བ།_###+འཁྱོང_ད་ལྟ་བ།_ཐ་དད་པ+འཁྱོང_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྱོང_མ་འོངས་པ།_###+འཁྱོང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཁྱོང_མ་འོངས་པ།_ཐ་དད་པ
འཁྱོངས | འཁྱོང_འདས་པ།_###+འཁྱོང_སྐུལ་ཚིག_###+འཁྱོང_འདས་པ།_ཐ་མི་དད་པ+འཁྱོང_འདས་པ།_ཐ་དད་པ+འཁྱོང_སྐུལ་ཚིག_ཐ་དད་པ
འཁྱོམ | འཁྱོམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཁྱོམ_མ་འོངས་པ།_ཐ་མི་དད་པ
འཁྱོམས | འཁྱམ_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཁྱོམ_འདས་པ།_ཐ་མི་དད་པ
འཁྱོར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྱོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲ | འཁྲ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྲ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཁྲད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
འཁྲབ | འཁྲབ_ད་ལྟ་བ།_###+འཁྲབ_མ་འོངས་པ།_###+འཁྲབ_ད་ལྟ་བ།_ཐ་དད་པ
འཁྲབས | འཁྲབ_འདས་པ།_###
འཁྲས | འཁྲ_འདས་པ།_ཐ་མི་དད་པ+འཁྲ_སྐུལ་ཚིག_ཐ་མི་དད་པ
འཁྲིག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲིགས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲིད | འཁྲིད_ད་ལྟ་བ།_###+འཁྲིད_མ་འོངས་པ།_ཐ་དད་པ+འཁྲིད_ད་ལྟ་བ།_ཐ་དད་པ
འཁྲིམས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲིལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
འཁྲུ | འཁྲུ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྲུ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཁྲུག | འཁྲུག_མ་འོངས་པ།_ཐ་དད་པ+འཁྲུག_ད་ལྟ་བ།_###+འཁྲུག_ད་ལྟ་བ།_ཐ་དད་པ+འཁྲུག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཁྲུག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྲུག_མ་འོངས་པ།_###
འཁྲུགས | འཁྲུག_སྐུལ་ཚིག_ཐ་དད་པ+འཁྲུག_འདས་པ།_ཐ་དད་པ+འཁྲུག_འདས་པ།_ཐ་མི་དད་པ+འཁྲུག_འདས་པ།_###
འཁྲུང | འཁྲུང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཁྲུང_མ་འོངས་པ།_ཐ་མི་དད་པ
འཁྲུངས | འཁྲུང_འདས་པ།_ཐ་མི་དད་པ
འཁྲུད | འཁྲུད_ད་ལྟ་བ།_ཐ་དད་པ
འཁྲུལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
འཁྲུས | འཁྲུ_འདས་པ།_ཐ་མི་དད་པ
འཁྲེང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲེན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཁྲེབ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+འཁྲེབ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཁྲེབ_མ་འོངས་པ།_ཐ་མི་དད་པ
འཁྲེབས | འཁྲེབ_འདས་པ།_ཐ་མི་དད་པ
འཁྲོ | བྱ་ཚིག_ཐ་མི་དད་པ
འཁྲོག | འཁྲོག_མ་འོངས་པ།_ཐ་དད་པ+འཁྲོག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཁྲོག_ད་ལྟ་བ།_ཐ་དད་པ+འཁྲོག_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཁྲོགས | འཁྲོག_འདས་པ།_ཐ་མི་དད་པ+འཁྲོག_འདས་པ།_ཐ་དད་པ
འཁྲོབས | འཁྲབ_སྐུལ་ཚིག_###
འཁྲོལ | འཁྲོལ_ད་ལྟ་བ།_ཐ་དད་པ+འཁྲོལ_ད་ལྟ་བ།_###
འཁྲོས | བྱ་ཚིག_ཐ་མི་དད་པ
འགག | འགག_ད་ལྟ་བ།_###+འགག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགག_མ་འོངས་པ།_ཐ་མི་དད་པ+འགག_མ་འོངས་པ།_###
འགགས | འགག_འདས་པ།_ཐ་མི་དད་པ+འགག_འདས་པ།_###
འགད | འགད_ད་ལྟ་བ།_###+འགད_ད་ལྟ་བ།_ཐ་དད་པ
འགམ | འགེམ_མ་འོངས་པ།_###
འགམས | འགེམ_འདས་པ།_###
འགལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགས | འགས_ད་ལྟ་བ།_ཐ་དད་པ
འགུག | བྱ་ཚིག_ཐ་དད་པ
འགུགས | འགུགས_ད་ལྟ་བ།_###+འགུགས_ད་ལྟ་བ།_ཐ་དད་པ
འགུམ | འགུམ_ད་ལྟ་བ།_ཐ་དད་པ
འགུལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགེགས | བྱ་ཚིག_ཐ་དད་པ
འགེངས | འགེངས_ད་ལྟ་བ།_ཐ་དད་པ
འགེབ | འགེབ_ད་ལྟ་བ།_ཐ་དད་པ+འགེབ_ད་ལྟ་བ།_###
འགེམ | འགེམ_མ་འོངས་པ།_ཐ་དད་པ+འགེམ_ད་ལྟ་བ།_ཐ་དད་པ+འགེམ_ད་ལྟ་བ།_###
འགེམས | འགེམ_འདས་པ།_ཐ་དད་པ+འགེམ_སྐུལ་ཚིག_ཐ་དད་པ
འགེར | འགེར_ད་ལྟ་བ།_ཐ་དད་པ+འགེལ_ད་ལྟ་བ།_ཐ་དད་པ+འགེར_ད་ལྟ་བ།_###
འགོ | འགོ_མ་འོངས་པ།_ཐ་མི་དད་པ+འགོ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགོག | འགོག_ད་ལྟ་བ།_###+འགོག_ད་ལྟ་བ།_ཐ་དད་པ
འགོང | འགོང_ད་ལྟ་བ།_ཐ་དད་པ+འགོང_མ་འོངས་པ།_###+འགོང_ད་ལྟ་བ།_###+འགོང_མ་འོངས་པ།_ཐ་དད་པ+འགོང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགོང_མ་འོངས་པ།_ཐ་མི་དད་པ
འགོངས | འགོང_འདས་པ།_ཐ་མི་དད་པ+འགོང_འདས་པ།_ཐ་དད་པ+འགོང_འདས་པ།_###
འགོད | འགོད_ད་ལྟ་བ།_ཐ་དད་པ
འགོམ | འགོམ_ད་ལྟ་བ།_ཐ་དད་པ
འགོམས | འགེམ_སྐུལ་ཚིག_###+འགོམ_སྐུལ་ཚིག_ཐ་དད་པ
འགོར | འགོར_ད་ལྟ་བ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགོས | འགོ_འདས་པ།_ཐ་མི་དད་པ
འགྱང | འགྱང_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྱང_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྱངས | འགྱང_འདས་པ།_ཐ་མི་དད་པ
འགྱམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགྱིང | འགྱིང_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྱིང_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྱིངས | འགྱིང_འདས་པ།_ཐ་མི་དད་པ+འགྱིང_སྐུལ་ཚིག_ཐ་མི་དད་པ
འགྱུ | འགྱུ_ད་ལྟ་བ།_###+འགྱུ_མ་འོངས་པ།_###+འགྱུ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྱུ_མ་འོངས་པ།_ཐ་མི་དད་པ
འགྱུར | གཟུགས་མི་འགྱུར་བ_###+འགྱུར_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྱུར_མ་འོངས་པ།_ཐ་མི་དད་པ
འགྱུས | འགྱུ_སྐུལ་ཚིག_###+འགྱུ_འདས་པ།_###+འགྱུ_འདས་པ།_ཐ་མི་དད་པ
འགྱེ | འགྱེ_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྱེ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྱེད | འགྱེད_ད་ལྟ་བ།_ཐ་དད་པ+འགྱེད_མ་འོངས་པ།_###+འགྱེད_ད་ལྟ་བ།_###
འགྱེལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགྱོག | འགྱོག_ད་ལྟ་བ།_ཐ་དད་པ
འགྱོད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགྲང | འགྲང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྲང_མ་འོངས་པ།_ཐ་མི་དད་པ
འགྲངས | འགྲང_འདས་པ།_ཐ་མི་དད་པ
འགྲན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
འགྲས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགྲིག | འགྲིག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྲིག_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྲིག_ད་ལྟ་བ།_###+འགྲིག_མ་འོངས་པ།_###
འགྲིགས | འགྲིག_འདས་པ།_###+འགྲིག_འདས་པ།_ཐ་མི་དད་པ
འགྲིབ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
འགྲིམ | འགྲིམ_མ་འོངས་པ།_###+འགྲིམ_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྲིམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྲིམ_ད་ལྟ་བ།_###
འགྲིམས | འགྲིམ_སྐུལ་ཚིག_ཐ་མི་དད་པ+འགྲིམ_སྐུལ་ཚིག_###+འགྲིམ_འདས་པ།_###+འགྲིམ_འདས་པ།_ཐ་མི་དད་པ
འགྲིལ | འགྲིལ_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྲིལ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྲུབ | འགྲུབ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྲུབ_མ་འོངས་པ།_ཐ་མི་དད་པ
འགྲེ | འགྲེ_མ་འོངས་པ།_###+འགྲེ_ད་ལྟ་བ།_###+འགྲེ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འགྲེ_མ་འོངས་པ།_ཐ་མི་དད་པ
འགྲེང | འགྲེང_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྲེང_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྲེངས | འགྲེང_སྐུལ་ཚིག_ཐ་མི་དད་པ+འགྲེང_འདས་པ།_ཐ་མི་དད་པ
འགྲེད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འགྲེམ | འགྲེམ_ད་ལྟ་བ།_ཐ་དད་པ
འགྲེལ | འགྲེལ_ད་ལྟ་བ།_ཐ་དད་པ
འགྲེས | འགྲེ_འདས་པ།_ཐ་མི་དད་པ+འགྲེ_འདས་པ།_###
འགྲོ | འགྲོ_ད་ལྟ་བ།_###+འགྲོ_མ་འོངས་པ།_###+འགྲོ_མ་འོངས་པ།_ཐ་མི་དད་པ+འགྲོ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འགྲོང | བྱ་ཚིག_ཐ་དད་པ
འགྲོངས | བྱ་ཚིག_ཐ་མི་དད་པ
འགྲོལ | འགྲོལ_ད་ལྟ་བ།_ཐ་དད་པ
འཆག | འཆག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆག_མ་འོངས་པ།_###+འཆག_ད་ལྟ་བ།_###+འཆག_མ་འོངས་པ།_ཐ་མི་དད་པ
འཆགས | འཆགས_ད་ལྟ་བ།_ཐ་དད་པ
འཆང | འཆང_ད་ལྟ་བ།_###+འཆང_ད་ལྟ་བ།_ཐ་དད་པ
འཆད | འཆད_ད་ལྟ་བ།_ཐ་དད་པ+འཆད_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆད_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཆབ | འཆབ_ད་ལྟ་བ།_ཐ་དད་པ
འཆམ | འཆམ_ད་ལྟ་བ།_ཐ་དད་པ+འཆམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆམ_མ་འོངས་པ།_ཐ་དད་པ+འཆམ_མ་འོངས་པ།_ཐ་མི་དད་པ
འཆམས | འཆམ_འདས་པ།_ཐ་དད་པ+འཆམ_འདས་པ།_ཐ་མི་དད་པ
འཆའ | འཆའ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆའ_ད་ལྟ་བ།_###+འཆའ_ད་ལྟ་བ།_ཐ་དད་པ+འཆའ_མ་འོངས་པ།_###
འཆར | འཆར_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆར_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆར_མ་འོངས་པ།_###+འཆར_ད་ལྟ་བ།_###
འཆལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
འཆི | འཆི_ད་ལྟ་བ།_###+འཆི_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆི_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆི_མ་འོངས་པ།_###
འཆིང | འཆིང_ད་ལྟ་བ།_ཐ་དད་པ
འཆིབ | འཆིབ_ད་ལྟ་བ།_ཐ་དད་པ
འཆིར | འཆིར_ད་ལྟ་བ།_###+འཆིར_ད་ལྟ་བ།_ཐ་དད་པ
འཆུ | འཆུ_ད་ལྟ་བ།_###+འཆུ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆུ_ད་ལྟ་བ།_ཐ་དད་པ+འཆུ_མ་འོངས་པ།_###+འཆུ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཆུག | འཆུག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆུག_མ་འོངས་པ།_ཐ་མི་དད་པ
འཆུགས | འཆུག_འདས་པ།_ཐ་མི་དད་པ
འཆུན | འཆུན_ད་ལྟ་བ།_ཐ་དད་པ+བྱ་ཚིག_###
འཆུམ | འཆུམ_ད་ལྟ་བ།_ཐ་དད་པ+འཆུམ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆུམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཆུམ_ད་ལྟ་བ།_###+འཆུམ_མ་འོངས་པ།_ཐ་དད་པ+འཆུམ_མ་འོངས་པ།_###
