ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
འདོགས | བཏགས_ད་ལྟ་བ།_ཐ་དད་པ+ཐོགས_ད་ལྟ་བ།_ཐ་དད་པ+གདགས_ད་ལྟ་བ།_ཐ་དད་པ+འདོགས_ད་ལྟ་བ།_###+འདོགས_ད་ལྟ་བ།_ཐ་དད་པ
འདོང | འདོང_མ་འོངས་པ།_ཐ་མི་དད་པ+དེངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+དེངས_མ་འོངས་པ།_ཐ་མི་དད་པ+འདོང_ད་ལྟ་བ།_ཐ་མི་དད་པ
འདོད | འདོད_ད་ལྟ་བ།_###+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+ཐོད_ད་ལྟ་བ།_ཐ་དད་པ+བཏོད_ད་ལྟ་བ།_ཐ་དད་པ
འདོན | བཏོན_ད་ལྟ་བ།_ཐ་དད་པ+གདོན_ད་ལྟ་བ།_ཐ་དད་པ+འདོན_ད་ལྟ་བ།_ཐ་དད་པ+ཐོན_ད་ལྟ་བ།_ཐ་དད་པ+འདོན_ད་ལྟ་བ།_###
འདོམ | འདོམ_སྐུལ་ཚིག_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བདམ_སྐུལ་ཚིག_ཐ་དད་པ+འདེམ_སྐུལ་ཚིག_ཐ་དད་པ+གདམ_སྐུལ་ཚིག_ཐ་དད་པ
འདོམས | གདམས_ད་ལྟ་བ།_ཐ་དད་པ+གདམས_སྐུལ་ཚིག_ཐ་དད་པ+འདོམས_སྐུལ་ཚིག_ཐ་དད་པ+འདོམས_ད་ལྟ་བ།_ཐ་དད་པ
འདོར | འདོར_ད་ལྟ་བ།_ཐ་དད་པ+དོར_ད་ལྟ་བ།_ཐ་དད་པ
འདོས | འདོས_སྐུལ་ཚིག_ཐ་མི་དད་པ
འདྲ | དྲས_ད་ལྟ་བ།_ཐ་དད་པ+དྲོས_ད་ལྟ་བ།_ཐ་དད་པ+འདྲ_ད་ལྟ་བ།_ཐ་དད་པ+དྲ_ད་ལྟ་བ།_ཐ་དད་པ
འདྲད | འདྲོད_འདས་པ།_ཐ་དད་པ+འདྲོད_མ་འོངས་པ།_ཐ་དད་པ+འདྲད_ད་ལྟ་བ།_ཐ་དད་པ+འདྲད_འདས་པ།_ཐ་དད་པ+འདྲོད_ད་ལྟ་བ།_ཐ་དད་པ+འདྲད_མ་འོངས་པ།_ཐ་དད་པ
འདྲལ | འདྲལ_ད་ལྟ་བ།_ཐ་མི་དད་པ+དྲལ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འདྲི | འདྲི_ད་ལྟ་བ།_ཐ་དད་པ+དྲིས_ད་ལྟ་བ།_ཐ་དད་པ+དྲི_ད་ལྟ་བ།_ཐ་དད་པ
འདྲིལ | དྲིལ_ད་ལྟ་བ།_ཐ་དད་པ+འདྲིལ_ད་ལྟ་བ།_ཐ་དད་པ+འདྲིལ_ད་ལྟ་བ།_###
འདྲིས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
འདྲུ | འདྲུ_ད་ལྟ་བ།_ཐ་དད་པ+འདྲུ_མ་འོངས་པ།_ཐ་དད་པ+དྲུས_ད་ལྟ་བ།_ཐ་དད་པ+དྲུས_མ་འོངས་པ།_ཐ་དད་པ
འདྲུད | དྲུད_མ་འོངས་པ།_ཐ་དད་པ+དྲུད_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུད_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲུད_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུད_མ་འོངས་པ།_ཐ་དད་པ+དྲུད_ད་ལྟ་བ།_ཐ་དད་པ+དྲུད_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲུད_ད་ལྟ་བ།_ཐ་དད་པ
འདྲུབ | འདྲུབས_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲུབས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུབ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུབ_ད་ལྟ་བ།_ཐ་དད་པ+དྲུབས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུབ_མ་འོངས་པ།_ཐ་དད་པ+དྲུབས_ད་ལྟ་བ།_ཐ་དད་པ+དྲུབས_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲུབ_མ་འོངས་པ།_ཐ་མི་དད་པ+དྲུབ_ད་ལྟ་བ།_ཐ་དད་པ
འདྲུབས | འདྲུབས_འདས་པ།_ཐ་མི་དད་པ
འདྲུལ | འདྲུལ_ད་ལྟ་བ།_ཐ་དད་པ+འདྲུལ_མ་འོངས་པ།_ཐ་མི་དད་པ+དྲུལ_ད་ལྟ་བ།_ཐ་དད་པ+འདྲུལ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲུལ_མ་འོངས་པ།_ཐ་དད་པ+དྲུལ_མ་འོངས་པ།_ཐ་དད་པ
འདྲེ | འདྲེ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲེ_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲེས_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲེས_ད་ལྟ་བ།_ཐ་མི་དད་པ
འདྲེགས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འདྲེད | བྱ་ཚིག_###+བྱ་ཚིག_ཐ་མི་དད་པ
འདྲེན | འདྲེན_ད་ལྟ་བ།_ཐ་དད་པ+དྲངས_ད་ལྟ་བ།_ཐ་དད་པ+དྲང_ད་ལྟ་བ།_ཐ་དད་པ+དྲོངས_ད་ལྟ་བ།_ཐ་དད་པ+བགྲང_དལྟབ_འབྲི་ཚུལ+འདྲེན_ད་ལྟ་བ།_###
འདྲེས | འདྲེ_འདས་པ།_ཐ་མི་དད་པ+འདྲེས_འདས་པ།_ཐ་མི་དད་པ
འདྲོག | འདྲོགས_མ་འོངས་པ།_ཐ་མི་དད་པ+འདྲོགས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲོག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འདྲོག_མ་འོངས་པ།_ཐ་མི་དད་པ
འདྲོགས | འདྲོགས_འདས་པ།_ཐ་མི་དད་པ+འདྲོག_འདས་པ།_ཐ་མི་དད་པ
འདྲོང | འདྲོང_མ་འོངས་པ།_ཐ་དད་པ+འདྲོང_ད་ལྟ་བ།_ཐ་དད་པ+འདྲོངས_ད་ལྟ་བ།_ཐ་དད་པ+འདྲོངས_མ་འོངས་པ།_ཐ་དད་པ
འདྲོངས | འདྲོང_སྐུལ་ཚིག_ཐ་དད་པ+འདྲོངས_འདས་པ།_ཐ་དད་པ+འདྲོང_འདས་པ།_ཐ་དད་པ+འདྲོངས_སྐུལ་ཚིག_ཐ་དད་པ
འདྲོད | འདྲད_སྐུལ་ཚིག_ཐ་དད་པ+འདྲོད_སྐུལ་ཚིག_ཐ་དད་པ
འཕག | འཕག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕོགས_ད་ལྟ་བ།_ཐ་དད་པ+འཕག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕགས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕག_མ་འོངས་པ།_###+འཕག_ད་ལྟ་བ།_###+འཕོགས_མ་འོངས་པ།_ཐ་དད་པ+འཕགས_མ་འོངས་པ།_ཐ་མི་དད་པ
འཕགས | འཕག_འདས་པ།_###+འཕགས_འདས་པ།_ཐ་མི་དད་པ+འཕོགས_འདས་པ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_###+འཕག_འདས་པ།_ཐ་མི་དད་པ
འཕང | འཕོངས_མ་འོངས་པ།_ཐ་དད་པ+འཕངས_མ་འོངས་པ།_ཐ་དད་པ+ཕང_འབྲི་ཚུལ+འཕོག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕེན_མ་འོངས་པ།_ཐ་དད་པ+འཕེན_མ་འོངས་པ།_###+འཕང_མ་འོངས་པ།_ཐ་དད་པ
འཕངས | འཕེན_འདས་པ།_ཐ་དད་པ+འཕེན_འདས་པ།_###+འཕངས_འདས་པ།_ཐ་དད་པ+འཕོངས_འདས་པ།_ཐ་དད་པ+འཕང_འདས་པ།_ཐ་དད་པ
འཕམ | འཕམ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཕམ_མ་འོངས་པ།_ཐ་མི་དད་པ+ཕམ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
འཕུང | ཕུང_མ་འོངས་པ།_ཐ་དད་པ+ཕུང_ད་ལྟ་བ།_ཐ་དད་པ+འཕུང_མ་འོངས་པ།_ཐ་དད་པ+འཕུང_ད་ལྟ་བ།_ཐ་དད་པ
འཕུད | འཕུད_མ་འོངས་པ།_ཐ་དད་པ+ཕུད_ད་ལྟ་བ།_ཐ་དད་པ+འཕུད_མ་འོངས་པ།_###+འཕུད_ད་ལྟ་བ།_ཐ་དད་པ+འཕུད_ད་ལྟ་བ།_###+ཕུད_མ་འོངས་པ།_ཐ་དད་པ
འཕུར | འཕུར_ད་ལྟ་བ།_###+འཕུར_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕུར_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕུར_མ་འོངས་པ།_###+ཕུར_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཕུར_མ་འོངས་པ།_ཐ་མི་དད་པ
འཕུལ | བྱ་ཚིག_ཐ་དད་པ+བྱ་ཚིག_###
འཕེན | འཕོངས_ད་ལྟ་བ།_ཐ་དད་པ+འཕང_ད་ལྟ་བ།_ཐ་དད་པ+འཕེན_ད་ལྟ་བ།_ཐ་དད་པ+འཕེན_ད་ལྟ་བ།_###+འཕངས_ད་ལྟ་བ།_ཐ་དད་པ
འཕེལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཕོ | འཕོ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕོ_མ་འོངས་པ།_###+འཕོས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕོ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕོས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕོ_ད་ལྟ་བ།_###
འཕོག | ཕོག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕོག_ད་ལྟ་བ།_###+འཕོག_མ་འོངས་པ།_###+ཕོག_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕོག_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕོགས | འཕགས_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཕག_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཕོགས_སྐུལ་ཚིག_ཐ་དད་པ
འཕོངས | འཕོངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕོངས_སྐུལ་ཚིག_ཐ་དད་པ+འཕངས_སྐུལ་ཚིག_ཐ་དད་པ+འཕེན_སྐུལ་ཚིག_ཐ་དད་པ+ཕོངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕེན_སྐུལ་ཚིག_###+འཕང_སྐུལ་ཚིག_ཐ་དད་པ+འཕོངས_མ་འོངས་པ།_ཐ་མི་དད་པ+ཕོངས_མ་འོངས་པ།_ཐ་མི་དད་པ
འཕོས | འཕོ_འདས་པ།_ཐ་མི་དད་པ+འཕོས_འདས་པ།_ཐ་མི་དད་པ+འཕོ_འདས་པ།_###
འཕྱ | འཕྱས_མ་འོངས་པ།_ཐ་དད་པ+འཕྱ_མ་འོངས་པ།_ཐ་དད་པ+འཕྱོས_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱོས_མ་འོངས་པ།_ཐ་དད་པ+འཕྱ_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱས_ད་ལྟ་བ།_ཐ་དད་པ
འཕྱག | ཕྱག_ད་ལྟ་བ།_ཐ་དད་པ+ཕྱོགས_ད་ལྟ་བ།_ཐ་དད་པ+ཕྱགས_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱག_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱོགས_ད་ལྟ་བ།_ཐ་དད་པ
འཕྱགས | འཕྱག_འདསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
འཕྱང | འཕྱངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱངས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱང_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱོངས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱོངས_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕྱངས | འཕྱང_འདས་པ།_ཐ་མི་དད་པ+འཕྱངས_འདས་པ།_ཐ་མི་དད་པ+འཕྱོངས_འདས་པ།_ཐ་མི་དད་པ
འཕྱན | འཕྱོན_འདས་པ།_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+འཕྱོན_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱན_འདས་པ།_###+འཕྱོན_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱན_ད་ལྟ་བ།_###+འཕྱན_མ་འོངས་པ།_###
འཕྱར | ཕྱོར_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱར_ད་ལྟ་བ།_###+འཕྱར_མ་འོངས་པ།_###+ཕྱར_ད་ལྟ་བ།_ཐ་དད་པ+འཕྱར_ད་ལྟ་བ།_ཐ་དད་པ
འཕྱས | འཕྱ_འདས་པ།_ཐ་དད་པ+འཕྱོས_འདས་པ།_ཐ་དད་པ+འཕྱས_འདས་པ།_ཐ་དད་པ
འཕྱི | འཕྱི_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱིས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱི_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱིས_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕྱིང | འཕྱིངས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱིངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱིང_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱིང_མ་འོངས་པ།_ཐ་མི་དད་པ
འཕྱིངས | འཕྱིང_འདས་པ།_ཐ་མི་དད་པ+འཕྱིངས_འདས་པ།_ཐ་མི་དད་པ
འཕྱིད | འཕྱིད_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱིད_ད་ལྟ་བ།_###+འཕྱིད_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱིད_མ་འོངས་པ།_###+ཕྱིད_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཕྱིད_མ་འོངས་པ།_ཐ་མི་དད་པ
འཕྱིས | འཕྱི_འདས་པ།_ཐ་མི་དད་པ+འཕྱིས_འདས་པ།_ཐ་མི་དད་པ
འཕྱུག | འཕྱུགས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱུག_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱུགས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱུག_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕྱུགས | འཕྱུག_འདས་པ།_ཐ་མི་དད་པ+འཕྱུགས_འདས་པ།_ཐ་མི་དད་པ
འཕྱུར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
འཕྱེ | འཕྱེས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱེས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱེ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱེ_ད་ལྟ་བ།_ཐ་མི་དད་པ
འཕྱེས | འཕྱེ_འདས་པ།_ཐ་མི་དད་པ+འཕྱེས_འདས་པ།_ཐ་མི་དད་པ
འཕྱོ | འཕྱོ_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱོ_མ་འོངས་པ།_###+འཕྱོ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱོས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱོས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྱོ_ད་ལྟ་བ།_###
འཕྱོགས | འཕྱོགས_སྐུལ་ཚིག_ཐ་དད་པ
འཕྱོང | འཕྱོང_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྱོང_ད་ལྟ་བ།_ཐ་མི་དད་པ+བྱ་ཚིག_ཐ་དད་པ+འཕྱོངས_མ་འོངས་པ།_###+འཕྱོངས_ད་ལྟ་བ།_###
འཕྱོངས | འཕྱངས_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཕྱོང_འདས་པ།_ཐ་མི་དད་པ+འཕྱང_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཕྱོངས_འདས་པ།_###+འཕྱོངས_སྐུལ་ཚིག_###+འཕྱོང_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཕྱོངས_སྐུལ་ཚིག_ཐ་མི་དད་པ
འཕྱོན | འཕྱན_སྐུལ་ཚིག_###+འཕྱོན_སྐུལ་ཚིག_ཐ་མི་དད་པ
འཕྱོས | འཕྱས_སྐུལ་ཚིག_ཐ་དད་པ+འཕྱོ_འདས་པ།_###+འཕྱོ_འདས་པ།_ཐ་མི་དད་པ+འཕྱ_སྐུལ་ཚིག_ཐ་དད་པ+འཕྱོས_སྐུལ་ཚིག_ཐ་དད་པ+འཕྱོས_འདས་པ།_ཐ་མི་དད་པ
འཕྲ | འཕྲས_མ་འོངས་པ།_ཐ་མི་དད་པ+འཕྲས_ད་ལྟ་བ།_ཐ་མི་དད་པ+འཕྲ_ད་ལྟ་བ།_ཐ་དད་པ+འཕྲ_མ་འོངས་པ།_ཐ་དད་པ+ཕྲ_འབྲི་ཚུལ
འཕྲད | ཕྲད_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཕྲད_མ་འོངས་པ།_ཐ་མི་དད་པ
